date,temperature_2m,wind_speed_30hPa,wind_speed_50hPa,wind_speed_70hPa,wind_speed_100hPa,wind_speed_150hPa,wind_speed_200hPa,wind_speed_250hPa,wind_speed_300hPa,wind_speed_400hPa,wind_speed_500hPa,wind_speed_600hPa,wind_speed_700hPa,wind_speed_800hPa,wind_speed_850hPa,wind_speed_900hPa,wind_speed_925hPa,wind_speed_950hPa,wind_speed_975hPa,wind_speed_1000hPa,wind_direction_30hPa,wind_direction_50hPa,wind_direction_70hPa,wind_direction_100hPa,wind_direction_150hPa,wind_direction_200hPa,wind_direction_250hPa,wind_direction_300hPa,wind_direction_400hPa,wind_direction_500hPa,wind_direction_600hPa,wind_direction_700hPa,wind_direction_800hPa,wind_direction_850hPa,wind_direction_900hPa,wind_direction_925hPa,wind_direction_950hPa,wind_direction_975hPa,wind_direction_1000hPa,pressure_msl,surface_pressure,cloud_cover_high,cloud_cover_mid,cloud_cover_low,is_day
2025-08-03 22:00:00+00:00,23.7815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1017.4,968.18445,0.0,0.0,7.0,1.0
2025-08-03 23:00:00+00:00,22.4315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1017.9,968.44214,33.0,0.0,44.0,1.0
2025-08-04 11:00:00+00:00,12.3815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023.5,972.0725,1.0,0.0,43.0,1.0
2025-08-04 12:00:00+00:00,12.731501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023.9,972.5137,99.0,99.0,34.0,1.0
2025-08-04 13:00:00+00:00,13.8315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.7,973.4647,30.0,99.0,50.0,1.0
2025-08-04 14:00:00+00:00,14.3815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.5,973.3696,0.0,95.0,50.0,1.0
2025-08-04 15:00:00+00:00,15.281501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.1,974.0946,0.0,25.0,16.0,1.0
2025-08-04 16:00:00+00:00,16.0815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.3,974.4216,0.0,1.0,48.0,1.0
2025-08-04 17:00:00+00:00,16.6815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.7,974.9037,2.0,2.0,50.0,1.0
2025-08-04 18:00:00+00:00,17.6815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.0,974.4079,0.0,0.0,48.0,1.0
2025-08-04 19:00:00+00:00,18.2815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.0,974.50903,0.0,0.0,1.0,1.0
2025-08-04 20:00:00+00:00,19.1815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.0,974.6597,0.0,0.0,0.0,1.0
2025-08-04 21:00:00+00:00,19.1315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.3,973.98584,0.0,0.0,1.0,1.0
2025-08-04 22:00:00+00:00,18.6315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.0,974.56757,0.0,0.0,4.0,1.0
2025-08-04 23:00:00+00:00,17.8315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.0,974.43317,0.0,0.0,2.0,1.0
