date,temperature_2m,pressure_msl,wind_speed_30hPa,wind_speed_50hPa,wind_speed_70hPa,wind_speed_100hPa,wind_speed_150hPa,wind_speed_200hPa,wind_speed_250hPa,wind_speed_300hPa,wind_speed_400hPa,wind_speed_500hPa,wind_speed_600hPa,wind_speed_700hPa,wind_speed_800hPa,wind_speed_850hPa,wind_speed_900hPa,wind_speed_925hPa,wind_speed_950hPa,wind_speed_975hPa,wind_speed_1000hPa,wind_direction_30hPa,wind_direction_50hPa,wind_direction_70hPa,wind_direction_100hPa,wind_direction_150hPa,wind_direction_200hPa,wind_direction_250hPa,wind_direction_300hPa,wind_direction_400hPa,wind_direction_500hPa,wind_direction_600hPa,wind_direction_700hPa,wind_direction_800hPa,wind_direction_850hPa,wind_direction_900hPa,wind_direction_925hPa,wind_direction_950hPa,wind_direction_975hPa,wind_direction_1000hPa,surface_pressure,cloud_cover_high,cloud_cover_mid,cloud_cover_low,is_day
2024-08-02 12:00:00,21.4315,1011.1,14.386751,7.008615,4.3465586,18.700869,32.783794,23.181646,21.858,24.209286,12.910246,13.10391,19.722479,16.038002,10.758538,8.912517,10.436519,14.41486,15.072291,4.741198,4.765383,82.234924,33.6901,333.43503,255.96373,251.56496,243.43501,258.0239,254.47583,287.52567,278.53067,254.40712,259.15973,287.52567,276.3401,274.96964,276.0541,266.82022,257.73523,258.23172,961.8107,0.0,0.0,0.0,1.0
2024-08-02 13:00:00,23.231499,1010.8,14.618343,6.671019,3.7781458,17.60222,32.221912,25.002684,21.538744,22.908375,13.912005,13.10391,19.722479,17.157974,10.542969,10.163024,13.36626,15.711326,11.49583,5.855468,5.844465,77.19574,29.054508,329.03632,263.6599,254.84587,238.78166,263.08887,261.87,297.75842,278.53067,254.40712,257.5926,283.32455,276.95285,273.87845,275.5529,270.0,266.0549,266.186,961.81586,0.0,0.0,1.0,1.0
2024-08-02 14:00:00,25.5315,1010.8,15.029011,6.479467,3.2397335,18.154074,28.926302,27.136515,20.825212,22.039713,14.01723,13.215571,20.796618,19.593794,11.151094,12.14678,14.641305,12.880231,8.778633,5.4424524,5.251967,82.56869,36.86999,306.86996,267.95465,254.40712,236.68936,264.64426,268.31534,303.6901,281.3099,257.73523,257.15228,276.95285,276.98096,278.88058,275.80664,270.0,267.87894,267.87894,962.182,0.0,0.0,0.0,1.0
2024-08-02 15:00:00,27.5315,1010.3,13.622299,7.9091973,3.2397335,18.142506,29.550915,30.225166,20.895653,20.180183,14.01723,13.529523,21.062386,21.82305,13.542016,13.851428,12.190847,8.915329,7.7335577,4.834421,5.0539837,92.72626,34.9921,323.13,270.0,254.74483,239.0363,262.8751,275.52744,303.6901,286.6993,260.34018,259.3804,274.57382,282.30798,280.68484,272.79263,270.0,270.0,270.0,962.02,0.0,0.0,0.0,1.0
2024-08-02 16:00:00,29.3815,1010.2,11.66304,5.223913,2.671553,18.154074,28.897259,34.487568,23.12725,17.792006,15.112583,14.151369,21.429834,22.812017,14.887995,12.546428,9.503929,8.90739,7.953566,5.252762,5.262748,90.0,29.744795,284.03625,267.95465,250.34608,244.39786,258.6901,280.49142,300.96368,285.94547,261.70294,259.8458,274.15958,281.3099,272.72626,268.60284,266.98727,265.60138,265.76367,962.2113,0.0,0.0,0.0,1.0
2024-08-02 17:00:00,30.5315,1009.8,11.66304,5.060625,4.0979743,16.846615,29.358492,29.301233,21.626282,18.429499,17.106281,14.775457,20.838808,23.03496,14.910009,10.360669,9.269899,8.928547,7.986455,5.472193,5.473903,90.0,50.194473,288.43503,270.0,247.96371,251.96562,261.38443,280.1246,294.62354,285.25516,265.13556,261.6342,275.19434,274.08554,268.60284,265.81516,263.9911,263.6599,263.88458,962.007,0.0,0.0,0.0,1.0
2024-08-02 18:00:00,31.6815,1009.3,11.912354,4.717123,5.7954116,17.506556,29.607689,26.565813,21.626282,18.968357,18.049706,15.884608,19.92431,22.28146,12.958933,10.837629,9.784685,9.033592,7.8707423,5.374935,5.376396,67.61982,74.054535,296.56497,272.12103,246.80139,257.3196,261.38443,277.8532,291.03757,281.76825,266.186,263.08887,270.0,267.3975,263.36758,260.31128,259.28693,257.00537,257.4712,961.70575,0.0,0.0,4.0,1.0
2024-08-02 19:00:00,32.2315,1009.1,13.957198,2.336205,5.536059,15.604623,29.960089,23.647835,21.421474,19.188414,19.056683,18.554369,19.017155,19.776384,13.779449,12.6353855,11.571657,11.129734,10.017471,6.937062,6.954494,68.19853,56.3099,290.55612,265.23645,248.42863,260.53775,266.53183,281.68933,287.81897,282.09473,267.33704,269.029,267.7543,263.29025,257.5926,252.97939,246.64441,244.17906,243.43501,961.5985,0.0,0.0,16.0,1.0
2024-08-03 11:00:00,14.9315,1010.1,12.9751215,4.9346147,11.66304,23.469627,38.25081,43.716,44.16031,43.99362,41.48883,35.731194,27.479397,23.16624,22.197361,17.42137,16.46284,16.896118,16.473783,3.631407,3.7137012,87.13766,293.1986,270.0,276.3401,271.94144,258.0239,255.55592,260.67648,271.78986,265.84042,274.61057,284.2373,288.43503,306.38446,315.55618,316.04153,305.7068,273.17978,276.0089,959.7818,0.0,0.0,0.0,1.0
2024-08-03 12:00:00,18.2815,1010.5,13.66845,5.4980097,10.447826,24.6305,38.8822,44.16031,46.526,46.65666,43.41243,38.365883,29.277838,23.46253,20.10383,16.380732,16.649529,17.102842,14.596676,4.1526723,4.1961737,84.55976,315.0001,277.1249,271.5074,270.9548,255.55592,257.125,260.40692,270.0,265.1561,275.19434,291.80148,292.08722,302.7352,311.69803,310.36444,299.1342,284.03625,283.39252,960.7233,0.0,0.0,0.0,1.0
2024-08-03 13:00:00,20.8815,1010.6,13.622299,4.148883,10.547809,25.303127,40.841206,45.30533,48.087948,46.45827,44.065136,39.609634,32.113617,25.08442,20.747927,17.554657,16.009733,14.960826,10.575419,4.741198,4.765383,92.72626,321.34015,280.6196,267.0644,271.81827,253.37917,255.96373,261.983,269.1575,266.24835,277.90707,292.79654,302.24243,301.23917,300.5475,297.68097,288.43503,282.26477,281.76825,961.2454,0.0,0.0,0.0,1.0
2024-08-03 14:00:00,23.2815,1010.2,12.328027,7.008615,12.104643,24.698586,42.11653,47.94805,48.087948,46.939255,44.713013,40.177917,32.932755,25.657738,21.013222,18.178171,13.655527,11.059583,9.129916,5.374935,5.376396,93.012726,326.3099,285.52417,265.48608,270.0,251.07526,255.96373,263.6599,270.8303,269.076,276.93427,293.8865,312.91742,309.50766,298.68604,289.50253,285.94547,282.99463,282.5288,961.2528,0.0,0.0,0.0,1.0
2024-08-03 15:00:00,24.731499,1010.1,10.447826,5.9737735,10.686212,26.691942,44.079426,51.433254,51.236973,50.160446,45.360897,38.89839,32.551258,25.96453,21.593159,18.560495,13.450085,12.180013,10.519503,6.17914,6.146962,97.12492,319.39877,284.03625,264.4279,268.31534,250.88017,256.84244,264.06857,270.81842,271.90912,277.80008,293.58704,312.4664,308.5412,294.84235,291.99118,290.95584,289.0257,288.43503,961.3889,0.0,0.0,0.0,1.0
2024-08-03 16:00:00,26.2815,1010.0,9.740774,3.2397335,9.911678,27.405922,44.825546,52.045895,50.46086,50.097633,44.06037,38.89839,33.118908,29.263344,21.949707,17.94858,14.523942,13.255637,11.512917,6.795233,6.7895417,93.814,323.13,281.3099,263.21112,265.85544,251.11382,257.3914,264.80566,270.0,271.90912,279.21094,290.0953,301.93063,298.67307,290.97357,288.13818,285.80258,281.9761,283.24054,961.5386,0.0,0.0,0.0,1.0
2024-08-03 17:00:00,27.3815,1010.4,11.185293,0.91633505,11.091061,29.981102,45.087032,52.707188,51.236973,51.98132,45.360897,39.530056,34.597466,31.491133,18.900373,16.65199,15.027031,14.1722975,12.926868,8.455439,8.349465,100.00792,315.0001,276.70975,263.79663,262.5687,249.11412,260.53775,265.71094,269.18155,270.93918,275.12808,286.6993,291.80145,288.9705,285.7087,285.10114,284.03625,282.38074,282.09473,962.0918,0.0,0.0,0.0,1.0
2024-08-03 18:00:00,27.7815,1010.1,11.185293,3.6653402,12.3790045,29.833704,44.741173,54.14912,55.10976,53.056507,46.67016,41.473648,35.518818,30.15931,18.614767,18.143166,17.804628,17.035137,15.733157,10.129957,10.204698,100.00792,224.9999,276.0089,267.5105,259.9921,248.96242,267.97867,261.57312,268.4089,269.10486,275.7105,284.8084,289.4862,290.64706,290.04535,289.35907,289.39792,287.3541,287.74475,961.8684,0.0,0.0,0.0,1.0
2024-08-03 19:00:00,28.0315,1009.8,8.644687,2.7490048,12.9751215,31.128428,45.41639,56.55353,62.86418,57.078182,47.317856,42.808636,35.9177,28.463644,16.818987,16.358541,15.908896,15.286761,14.134427,9.102509,9.042513,102.99462,224.9999,272.86234,267.6141,255.96373,251.98013,271.18115,267.3975,268.4307,272.6025,274.93912,282.23608,288.7259,291.16132,292.55728,292.55728,293.53235,294.86368,295.46332,961.62177,0.0,0.0,1.0,1.0
2024-08-04 11:00:00,14.0815,1013.1,7.8023114,3.2397332,9.094364,27.891827,47.54357,58.49132,63.97305,63.498775,54.028805,48.24919,44.83813,32.799706,15.654056,11.483185,8.592033,7.144159,5.6279035,2.141275,2.0663304,85.23644,270.0,274.08554,267.33704,252.55272,265.5527,263.01904,270.0,264.4946,255.21722,264.34567,277.63324,302.31958,315.0001,333.43503,340.46326,328.67136,311.18582,311.18582,962.48737,0.0,4.0,3.0,1.0
2024-08-04 12:00:00,14.9315,1014.1,9.2771845,3.88768,11.091061,27.861706,45.69288,59.473602,62.044064,64.797905,55.75731,48.044277,44.180386,32.233196,16.038134,11.028677,9.111476,8.592008,6.093785,3.1849544,3.073481,77.90526,270.0,263.29025,270.0,251.82188,262.48795,262.80084,270.5729,268.00217,259.90256,270.5729,278.97253,306.09836,321.34018,336.61475,339.27435,337.8336,341.56494,341.56494,963.5825,0.0,0.0,19.0,1.0
